Marca temporal	Pais	Comercial encargado	Cliente	Nombre-Correo Gestor Cliente	N° Vacantes	Perfil del Puesto	Tiempo del Servicio	Modalidad de Trabajo	Formación Académica Mínima Requerida	Conocimientos Técnicos Específicos	Años y Tipo de Experiencia	Asignación Equipo	Especificaciones Máquina Portátil	Tarifa	Salario	Observaciones	USUARIO	Estado	Observación Proceso	Número de Candidatos Enviados	Fecha de Envío al Solicitante	Candidato 1	Candidato 2	Candidato 3	Candidato 4	Candidato 5	Candidato 6
2024-12-11 20:16:51	España	Andres Leon	Banco Falabella	ismaelgallart@example.com	4	Director de servicios de tecnología de la información y las comunicaciones	1 Año	Presencial	Tecnología	Optio officiis ex laboriosam. Temporibus excepturi consequatur dolorum soluta molestiae. Delectus omnis recusandae repellat provident.	> a 3 años	Samtel	Por definir	1093225	$ 3769494 + $283698	Doloribus dolorem deserunt delectus suscipit recusandae iusto. Repellendus est illo ullam suscipit.	Alicia Perdomo	ATENDIDA	Deleniti quas natus optio beatae aut laudantium.	7	2025-02-06 21:51:55	Nayara Adela Higueras Ribera	Lalo Guitart Miró	Teodora Andres Roura	Ibán Peñas Alfonso	Pacífica Barrera Romeu	Pío Talavera
2024-04-24 03:38:09	Colombia	Andres Leon	Cliente K	dcompany@example.com	3	Mecánico y reparador de instrumentos de precisión	> 1 Año	Presencial	Tecnología	Veniam itaque fugit mollitia recusandae voluptates. Alias dolor fugit amet reiciendis sit exercitationem. Quo mollitia eligendi harum.	> a 3 años	Cliente	Por determinar	3379985	$ 2036585 + $124920	Aspernatur possimus maiores odio assumenda deleniti. Quis nesciunt culpa provident.	Víctor Díaz	CONTRATADO	Adipisci assumenda delectus aperiam inventore.	1	2024-12-07 03:22:22	Consuela Lobo Pozo	Hilda Mármol Sanjuan	Susanita Rosalinda Salmerón Prats	Anita Montoya Amigó	María Cristina Lobo	Noemí Blanca
2024-05-25 20:46:41	España	Angelica Garzón	Cliente O	zcalderon@example.net	5	Asesor financiero y en inversiones	1 Año	100 % Remoto	Ingeniería de Sistemas	"Nam consequatur atque. Ducimus accusantium eveniet saepe soluta.
Eos dolores ducimus veritatis sequi. Hic dolorem aliquid voluptates magnam non est corrupti."	6 meses - 1 año	Samtel	Por determinar	4502878	$ 2646463 + $222274	Voluptatibus architecto ducimus dolorum magni. Rerum aliquam consectetur in. In doloribus hic.	Alexander Gabel	ATENDIDA	Perferendis commodi inventore ad vitae.	2	2024-09-05 11:57:19	Gala Consuelo Villa Leal	Aránzazu Miguela Madrigal Perales	Tamara Ocaña	Natalia Colomer-Prieto	Paca Esteban Fajardo	Paz Ferrero Madrid
2024-06-27 20:38:35	Colombia	Alexander Gabel	Banco Falabella	boumaximiano@example.net	3	Acarreador de agua	1 Año	Hibrido	Tecnología	"Temporibus enim sapiente assumenda.
Aperiam fuga deserunt vero ea nobis. Quo odit saepe.
Impedit molestias a praesentium quaerat hic. Perferendis animi velit quos iste similique facere fugiat."	6 meses - 1 año	Samtel	N/A	3088040	$ 1858760 + $498429	Veniam magni cum eum consequuntur molestiae. Eaque assumenda corrupti.	Barbara Correa	ATENDIDA	Assumenda iste qui perferendis nulla quidem.	5	2024-03-22 21:33:32	Lorenzo Santana Bustamante	Bernardino del Juliá	Olegario Otero Valera	Octavio Aitor Hernández Daza	Federico Martín Giménez	Eutropio del Martinez
2024-08-10 20:01:12	Colombia	Niolimar Sequera	Banco Falabella	reinaldovarela@example.org	2	Operador de telar y otras máquinas tejedoras	Indefinido	100 % Remoto	Tecnología	"Eveniet sit quasi omnis. Necessitatibus nam expedita voluptatum nulla. Voluptatem iste molestias ex.
Unde impedit atque repellendus. Cum odio eveniet maxime officiis."	6 meses - 1 año	Samtel	N/A	1573804	$ 2083969 + $357611	Natus illo aut fugit provident architecto. Quam quos quia minima quod.	Angelica Garzón	CERRADA	Vitae sed voluptatem sint.	5	2025-01-24 20:12:18	Susana Bayona Palmer	Hipólito Puerta Viana	Manola Salvà Mariño	Toni Rosales Pou	Ceferino Aguirre Rincón	Amelia de Domínguez
2024-11-12 13:54:34	Colombia	Andres Leon	BBVA	vivessalomon@example.net	4	Fumigador	> 1 Año	Hibrido	Tecnología	"Eveniet perferendis recusandae neque. Harum illo quaerat atque occaecati quaerat tenetur.
Tempora non ad dicta et iste maxime."	> a 3 años	Cliente	Por determinar	3829472	$ 4948690 + $303348	Assumenda eveniet unde error magnam quo corporis. Repudiandae ducimus laboriosam sunt molestias.	Cristian Carrillo	ATENDIDA	Modi aperiam aliquid sunt.	1	2025-03-06 14:15:52	Aarón Castelló Sanz	Tecla Casals Abella	Eusebio Jose Luis Rodriguez Gutierrez	Cecilia Santos Seguí	Pepito Comas Carretero	Martina Durán Toledo
2024-06-15 07:57:32	España	Angelica Garzón	Softtek	torresbonifacio@example.net	4	Director de empresas de construcción	6 meses	100 % Remoto	Ingeniería de Sistemas	Provident modi facere optio rem. Natus adipisci odio eaque doloribus sed qui architecto. Atque quo temporibus esse adipisci.	> a 3 años	Cliente	Por determinar	5328295	$ 1083651 + $283902	Asperiores aliquid pariatur harum est placeat quae quia. Optio nisi ea aperiam.	Cristian Carrillo	CERRADA	Recusandae omnis fuga quasi esse quo voluptates.	2	2024-08-26 04:02:49	Jordán Azcona Segarra	Prudencio Girón-Blanes	Adalberto Cárdenas Valenciano	Amancio Osorio Fabra	Teobaldo Vigil Calatayud	Jose Miguel Édgar Arranz Llobet
2024-10-02 21:04:33	Colombia	Andres Leon	Cliente K	ochacon@example.org	5	Operario de la conservación de frutas, legumbres y verduras	> 1 Año	Presencial	Ingeniería de Sistemas	Nam labore quam voluptatibus itaque eius vero ipsum. Omnis assumenda alias illum ut cumque rerum.	6 meses - 1 año	Cliente	Por determinar	5090959	$ 1460723 + $312268	Esse doloribus praesentium illo ex voluptatem cum. Suscipit quia porro.	Alexander Gabel	CERRADA	Id occaecati est similique nemo alias at.	7	2024-08-14 16:26:06	Joaquín Esteban Catalá Alemán	Dionisia Pelayo Pujol	Amaya Rubio-Márquez	Jose Carlos Figueras Feijoo	Miguel Ángel Toribio Carbajo Carreras	Norberto Valero Abella Valentín
2024-12-13 09:49:07	España	Claudía Navas	Cliente P	modesto22@example.com	4	Electricista de obras	Más de 1 año	Hibrido	Ingeniería de Sistemas	"Commodi enim voluptas. Laboriosam iste dicta placeat soluta eos. Illo enim aliquid iusto.
Dolorem harum repudiandae itaque neque dicta et temporibus. Quas animi a omnis quia corporis."	5 Años	Cliente	Por definir	2728239	$ 2635241 + $472184	Odit sequi qui aliquid dicta. Delectus similique laudantium voluptatibus a dolor a et.	Barbara Correa	CONTRATADO	Non sint quod facere hic.	3	2024-08-30 14:49:49	Rosalina de Gimenez	Jacinto Segismundo Tenorio Uribe	Olivia África Moreno Bolaños	Cayetana Yáñez Girona	Lalo Santos Elías	María Pilar Martin-Cerezo
2024-06-04 11:20:24	España	Angelica Garzón	Mi Banco	carrillojacobo@example.net	1	Peletero	Indefinido	Hibrido	Tecnología	Saepe corporis expedita repellendus optio distinctio. Dolore cum explicabo cum soluta aperiam.	> a 3 años	Samtel	N/A	8319054	$ 3142909 + $377002	Dolorum quibusdam perspiciatis praesentium quas asperiores deserunt sunt. Quis quaerat iusto.	Carolina Sabogal	CONTRATADO	Minima itaque nemo neque impedit nesciunt.	2	2024-09-27 04:01:38	Mirta Giralt Nieto	Jose Miguel Bolaños Parra	Teodosio Romeu Sanjuan	María Dolores Campoy Azcona	Jesús de Posada	Ágata Feliu Cadenas
2025-01-28 03:21:21	Colombia	Angelica Garzón	Cliente J	leocadiosancho@example.net	2	Acarreador de agua	Indefinido	Presencial	Ingeniería de Sistemas	Quae labore repudiandae. Aut dolore tenetur modi dolor. Ipsam maiores nesciunt molestias expedita commodi impedit.	5 Años	Samtel	Por definir	2097811	$ 4414495 + $172319	Beatae rerum fuga voluptate iure. Suscipit sed perspiciatis quo incidunt officia nemo.	Carolina Sabogal	CERRADA	Pariatur porro incidunt quia voluptatum.	3	2024-05-14 02:47:38	Marina Arana Dalmau	Felisa Echeverría Cerdá	Jimena Ferrando Grau	Gervasio Canals-Núñez	Esmeralda Fonseca Plana	Eutropio Báez-Soriano
2024-09-27 10:04:07	Colombia	Angelica Garzón	Cliente C	efrainmontalban@example.com	3	Programador de aplicaciones	> 1 Año	100 % Remoto	Tecnología	Cumque mollitia fugiat quisquam fugiat eum. Architecto placeat provident voluptates enim. Asperiores impedit quis sed.	6 meses - 1 año	Cliente	N/A	6916203	$ 3363858 + $133868	Commodi animi nemo nobis rerum aspernatur. Voluptatum totam provident ipsam ratione saepe.	Barbara Correa	CERRADA	Explicabo eligendi magnam quasi voluptatem animi.	3	2024-04-12 03:20:41	Isaura Fuentes Solé	Agustín Fajardo Bou	Gerardo Baena-Porras	Nazaret Sedano Herranz	Dafne Varela Quintero	Lucas de Mendez
2024-11-27 02:44:46	España	Víctor Díaz	Cliente L	kperello@example.com	5	Maleter	1 Año	100 % Remoto	Ingeniería de Sistemas	"Tenetur fugiat itaque ducimus aut illo molestias. Autem explicabo autem.
Alias incidunt ea tempore. Quod maiores tenetur nesciunt. Voluptates magni cumque nihil corrupti corporis."	6 meses - 1 año	Cliente	Por determinar	1937013	$ 3687260 + $430520	Tempora odio animi. Optio at eius asperiores.	Carolina Sabogal	ATENDIDA	Saepe dicta fugiat cupiditate expedita ut.	4	2024-04-07 17:34:05	Manola Francisca Gimenez Manrique	Otilia Lillo Arregui	Marta Ariel Núñez Sevilla	Roberta Mayte Valls Llabrés	Rogelio Domingo Gibert	Georgina Belmonte Recio
2024-04-05 07:20:16	Colombia	Andres Leon	Cliente P	marquezazahara@example.com	3	Conductor de vehículos accionados a pedal o a brazo	6 meses	Hibrido	Tecnología	"In voluptate nulla. Corrupti eligendi tempora tempore quia omnis. Sapiente cum rem voluptas est neque unde.
Neque adipisci facere provident molestiae. Quas ab sequi reprehenderit."	> a 3 años	Cliente	Por definir	2466542	$ 2031930 + $291424	Facere ratione labore ullam explicabo. Nam velit natus quibusdam ex quos.	Barbara Correa	ATENDIDA	Optio unde temporibus earum possimus.	2	2024-07-19 15:00:55	Cristóbal Colomer Valbuena	Leoncio Villegas Valverde	Amalia Baena Fernández	Cleto Lucas Amaya Mayol	Jose Francisco Rafa Pina Alcalde	Elpidio Asenjo Hervia
2024-08-20 00:38:41	España	Andres Leon	Cliente R	pibanez@example.com	5	Ingeniero mecánico	1 Año	Hibrido	Ingeniería de Sistemas	"Odit corporis commodi earum quidem saepe repellendus odio. Dolorum officia illo suscipit quibusdam sit.
Dolorem molestias aut iure cum deleniti. Voluptas provident non corporis."	6 meses - 1 año	Cliente	Por definir	2880266	$ 1818817 + $230414	Possimus sint perspiciatis tenetur animi. Repellendus velit perferendis voluptatum sit labore.	Barbara Correa	ATENDIDA	Possimus tempore odio tempora in aliquid.	4	2024-08-15 00:43:00	Sebastián Estrada Cuenca	Lidia Avilés Duarte	Adolfo Puga Bermúdez	Felicidad Girona Gallego	Silvio Salvador Reina Pera	Francisco Jose Mayol Segarra
2024-10-17 01:40:15	Colombia	Angelica Garzón	Cliente K	margarita86@example.com	3	Desarrollador de software	6 meses	Hibrido	Pregrado Ingeniería de Sistemas	Quaerat cumque ad dolore quis. Facilis exercitationem praesentium mollitia accusamus distinctio ipsum.	6 meses - 1 año	Cliente	Por determinar	1822014	$ 2416190 + $216945	Incidunt natus sapiente. Praesentium molestias quia.	Barbara Correa	CONTRATADO	Nulla accusantium excepturi expedita.	1	2024-03-11 17:55:30	Jordana Solé Gonzalez	Anunciación Peñalver	Loreto Echevarría Berenguer	Eloísa Quevedo Valenzuela	Áurea Marí Teruel	Cayetano Blázquez
2024-10-20 07:24:12	Colombia	Claudía Navas	Cliente J	emilio05@example.net	3	Zoólogo	Indefinido	Presencial	Tecnología	Atque numquam voluptate blanditiis non. Recusandae impedit officiis laborum aliquam.	5 Años	Cliente	Por determinar	6993996	$ 3208976 + $454038	Cumque nulla minima excepturi saepe eum. Inventore sequi distinctio nobis assumenda ullam.	Alexander Gabel	CONTRATADO	Repudiandae doloribus natus vel id.	2	2024-12-28 06:17:08	Agustina Barón	Lázaro Bosch Garmendia	Moreno Palomar Sanz	Emilia Alonso Bolaños	Trini Domingo Mariscal	África Verdugo Nicolás
2024-05-01 10:58:45	Colombia	Niolimar Sequera	Softtek	marisela40@example.net	4	Zoólogo	Más de 1 año	100 % Remoto	Tecnología	Quibusdam laboriosam saepe ullam repellat. Explicabo cupiditate odit a.	> a 3 años	Samtel	Por definir	1062735	$ 3027956 + $422675	Dignissimos rem ullam mollitia magnam maxime. Eum quasi neque itaque.	Barbara Correa	CERRADA	Cum esse odio exercitationem beatae.	5	2024-03-20 10:06:28	Feliciana Novoa	Alejandro del Bellido	Arsenio de Castrillo	Jose Ramón Lluch Arregui	Lino del Marco	Cosme Máximo Benito Rivas
2025-01-29 16:49:45	España	Claudía Navas	Cliente G	fmarcos@example.com	4	Agente de compras	6 meses	Hibrido	Tecnología	Blanditiis aliquid odit voluptates sunt unde similique. Et veritatis neque deleniti voluptas eaque vel aliquid. Et hic sed at.	> a 3 años	Cliente	N/A	3108207	$ 4101366 + $329383	Sapiente nemo mollitia exercitationem saepe. Porro vero perspiciatis facere.	Alicia Perdomo	CONTRATADO	Eos reiciendis rerum architecto.	9	2024-11-25 02:09:03	Rosa Canals-Marqués	Maristela Gómez Arellano	Remigio Chaves Ferreras	María Manuela Lasa Morera	Julieta Cerro Olmedo	Caridad Agustí Albero
2024-08-18 20:33:37	Colombia	Claudía Navas	Cliente T	almudenacarpio@example.org	2	Recepcionista de hoteles	6 meses	Hibrido	Ingeniería de Sistemas	Ratione dignissimos odit nulla. Minima consectetur vero eligendi. Similique optio praesentium. Odio magni rerum.	6 meses - 1 año	Cliente	Por definir	8169020	$ 1393837 + $462645	Aliquid possimus repellendus deleniti alias. Cumque neque quasi.	Barbara Correa	ATENDIDA	Eum iusto iste esse possimus culpa alias.	2	2024-08-05 23:23:54	Azeneth Feliu Aguilera	Clotilde Ledesma Seco	Carlito Bermúdez Vendrell	Adolfo Francisco Javier Cueto Luz	Julio Cruz Heras	Araceli Frutos-Anguita
2024-03-10 20:50:15	Colombia	Claudía Navas	Cliente J	guadalupecordoba@example.com	5	Ingeniero electricista	Indefinido	Hibrido	Pregrado Ingeniería de Sistemas	Dolorem dolores cumque fugiat blanditiis tempora. Et eaque maxime ipsa rerum. Aut sint qui ipsum a.	5 Años	Cliente	Por definir	9129692	$ 4502046 + $209519	Expedita maxime facere esse quaerat repellat. Repellendus ullam officia aut.	Alexander Gabel	ATENDIDA	Dolore necessitatibus at velit autem.	9	2024-10-13 16:45:12	Encarna Bayón Llanos	Maura Durán-Sastre	Palmira Dora Galván Español	Maxi Lucena Lucas	Lorena Valverde Taboada	Horacio Gual-Palacio
2024-04-06 20:38:56	Colombia	Angelica Garzón	Cliente F	timoteopolo@example.com	4	Conductor de automóviles	1 Año	Hibrido	Tecnología	"Mollitia voluptate mollitia explicabo. Dicta minima neque non. Ut sint distinctio cupiditate.
Ea cumque in tempore ullam dolorum officia. Corporis itaque magni amet adipisci id consequuntur."	6 meses - 1 año	Samtel	N/A	6931982	$ 3310729 + $201218	Veniam eius quo error. Ipsa at repellendus facere velit facere sed.	Alexander Gabel	CERRADA	In vitae atque sequi.	10	2024-04-14 20:37:11	Jesusa Giner Garriga	Xiomara del Jurado	Enrique del Estrada	Jenny María Teresa Arana Mercader	Patricia Pujadas Blanca	Silvia Lozano Cabello
2025-03-05 23:26:23	España	Víctor Díaz	Cliente B	debora05@example.org	4	Artesano	Más de 1 año	Presencial	Ingeniería de Sistemas	"Possimus ut ea. Porro voluptates eaque hic soluta occaecati.
Dolor iure repellendus ipsa dolor. Laboriosam molestiae consequuntur perspiciatis culpa error. Corporis provident quas nostrum."	5 Años	Samtel	Por determinar	5353261	$ 3007710 + $180123	In accusamus id aliquid minima nulla. Eligendi commodi dicta voluptatibus.	Barbara Correa	CERRADA	Labore perspiciatis facere.	9	2024-11-17 14:41:22	Zacarías Dávila Millán	Ascensión Castañeda Barranco	Moisés Almazán Jurado	Jacinta de Nuñez	Graciana Almansa Guijarro	Alejandra Franch-Collado
2024-04-24 14:23:47	España	Alexander Gabel	Cliente N	hiriarte@example.com	4	Empleado del servicio de personal	Indefinido	100 % Remoto	Tecnología	"Dolores accusamus dolorem fugit. Alias aperiam facere atque minima.
Omnis optio fuga eaque accusantium quo. Iusto nam labore totam eaque."	> a 3 años	Cliente	N/A	3039677	$ 3870247 + $348613	Amet labore debitis ducimus. Eveniet fugit veniam unde.	Alexander Gabel	ATENDIDA	Modi voluptatum officiis iste ut quam.	1	2024-04-24 06:04:19	Consuelo Izaguirre Jaume	María Cristina Zamorano Arana	Bárbara de Borrego	Marta Adán Ródenas	Abigaíl Cerdán Roselló	Maristela Gámez Robledo
2024-09-17 14:22:56	España	Niolimar Sequera	Cliente I	pelaezfrancisco-javier@example.net	4	Técnico en galerías de arte, museos y bibliotecas	6 meses	Presencial	Pregrado Ingeniería de Sistemas	"Ipsum delectus voluptatem minima similique.
Praesentium sit voluptatibus.
Voluptatibus impedit porro tempore aperiam iure culpa. Aut omnis dolore provident."	> a 3 años	Samtel	Por definir	4114642	$ 1988591 + $442125	Libero deleniti debitis esse est. Error eaque iusto ut quaerat autem hic.	Barbara Correa	CONTRATADO	Aliquam culpa sequi quo dolores.	7	2025-01-08 09:50:15	Ana Sofía Parejo Bellido	Noé Barceló Marcos	Zacarías Romero Vallejo	Trinidad Carrasco Lobato	Rosendo Barberá Uría	Albert Gallart Coll
2024-11-03 17:25:48	Colombia	Andres Leon	Cliente S	eortuno@example.org	4	Gerente de sucursales de bancos, de servicios financieros y de seguros	Más de 1 año	Presencial	Ingeniería de Sistemas	"Quod ratione ex praesentium qui deleniti. Deserunt modi incidunt blanditiis.
Dolor corrupti ab dolor repellendus quasi fuga. Veritatis assumenda praesentium."	> a 3 años	Samtel	Por definir	8817891	$ 1298316 + $414152	Modi ut explicabo consequatur. Magni itaque ipsa repellendus facilis aliquid eaque.	Alexander Gabel	ATENDIDA	Aspernatur hic ipsam eum inventore ab hic.	4	2024-12-31 19:04:21	Leonardo Duran Llabrés	René Peñas	Bárbara Vallejo Valentín	Herberto de Villegas	Ciriaco Belmonte Segura	Jordi Wilfredo Simó Cantero
2024-04-22 01:00:05	España	Claudía Navas	Cliente B	toller@example.com	4	Operador de instalaciones de vidriería y cerámica	1 Año	Presencial	Ingeniería de Sistemas	Quam illum autem doloremque est nam voluptatum. Vel similique labore eaque cumque rem vero natus.	6 meses - 1 año	Samtel	Por determinar	5039551	$ 4456465 + $106181	Hic pariatur enim veniam asperiores dolorem veritatis veritatis. Delectus dolor odio at.	Alexander Gabel	CERRADA	Ullam facere consequatur eum neque quam.	8	2024-07-08 00:32:37	Paulino Calleja Carrasco	Cruz Quintanilla	Macarena del Chamorro	Benigno Oliva Pelayo	Cristóbal Cleto Soler Planas	Jordán Nevado Ortuño
2024-04-18 07:14:30	España	Andres Leon	Cliente R	maria-angelesbautista@example.org	3	Operador de máquinas para fabricar cemento y otros productos minerales	1 Año	Hibrido	Tecnología	"Est exercitationem omnis totam beatae sit quasi. Quo voluptatibus illo architecto.
Ut nulla libero. Natus quisquam doloremque. Fugiat reiciendis tempora ipsam cumque perferendis."	5 Años	Cliente	Por definir	4382849	$ 1895880 + $163999	Adipisci numquam rem nemo. Repellat illo quaerat aut. Officia nam architecto suscipit.	Carolina Sabogal	CONTRATADO	Repellendus ea qui qui fuga fuga et.	10	2025-01-17 11:24:14	Maxi Álvarez Cortes	Imelda Rius Elorza	Nazario Calzada Llanos	Carmela Álvarez Heras	Constanza Valbuena-Tenorio	Narciso Salvador-Olivera
2025-01-31 22:33:36	Colombia	Angelica Garzón	Cliente A	aliagalucas@example.net	5	Peón de explotaciones de cultivos mixtos y ganaderos	6 meses	Presencial	Pregrado Ingeniería de Sistemas	"Est est possimus quaerat minima magni. Dolorem placeat rerum necessitatibus ad dolore corporis. Placeat excepturi deleniti error iste.
Et doloremque ab voluptatibus ipsam alias."	> a 3 años	Cliente	Por definir	5570360	$ 2465884 + $297576	Excepturi perspiciatis totam. Placeat aliquam excepturi suscipit officia veritatis.	Barbara Correa	ATENDIDA	Facilis aperiam porro excepturi animi omnis.	7	2024-11-05 12:15:49	Ana Sofía Macías Bastida	Gracia Piñol Arenas	Augusto Vera Guillen	Eliana Amalia Aguilera Iriarte	Omar Olmedo Salazar	Jenny del Cuervo
2024-04-19 21:56:05	España	Alexander Gabel	Mi Banco	pinolleire@example.com	5	Arquitecto	Más de 1 año	Presencial	Tecnología	"Doloribus et a enim perspiciatis asperiores veniam qui.
Voluptate ex eveniet rem. Consectetur nulla vel vel placeat vitae.
Laboriosam accusantium quam natus possimus. Unde fuga illo vero illo."	> a 3 años	Samtel	Por definir	9529987	$ 2019433 + $259062	Molestiae dolorem dolorum ducimus ea. Necessitatibus tenetur facilis quidem est perferendis.	Barbara Correa	CONTRATADO	Maiores cum doloribus neque.	7	2024-09-01 03:43:43	Purificación Dueñas-Viñas	Lorenzo Burgos	Tatiana Leon Fonseca	Eloy Arjona Sarmiento	Maite Caballero Fabregat	Jose de Álvaro
